reviews,sentiment
sturdy great latch love handle comfortable carry nice big fit hand well not lot interior storage strat fit well secure inside enough room inside strap cleaning cloth pick set string not much else old case could also fit bos tu tuner ensures thinner lighter case case also well balanced guitar inside purchase another strat purchase case great case heavy duty rugged sturdy still holding well love case,2
acquired strat without trem ordered one fit perfect even though not huge whammy user nice occasional vibrato nice mim,2
bwarrrrngarooroorooroorooroororooro beoooooooooooghreaeaughneneeeneeeneeeneeeneeneeneneneee meedlemeedlemeedlemeedleleelelelelemememememe wee weee weee weeeweeeweeeweeeeweeee doooobleeedooobleeedoobleddoo dszchewieeeeenrarraaarraararrraararara derrroughroo roor orroo roo roo roo roo rooroo juh juh juh juh juh juh juhj uh sqweeeeeeeeeeeeeeeeeoooooorrrgh du du duh duh hendrix bro arm fit mexican strat perfectly sold beginner guitarist great price firmly believe small investment vibrato arm greatly increased return problem not sure afford pay capital gain tax profit made guitar investment might sell one lexuses lexi hell plural lexus wang bar,2
say replacement milled finer better thread original piece great upgrade adding new part inexpensive fantastic squire great replacement better quality original,2
arm direct replacement original bit long liking may shorten near future exactly expected,2
tremolo arm needed bent outwards bit order screw enough still clearing volume tone control overall pretty good purchase pretty good,2
work advertised replaced missing tremolo bar normally use one ever wanted sell strat would want sell complete work,2
nice quality part fit trem snugly chrome plating removed mexi strat complete finishing touch,2
background gear head affection pedal always looking amp take well current set played fender strat run effect vox ac vox sounded great two problem tube amp made worry amp could crap middle gig watt even though loud often crank amp keep rest band tube amp increased natural gain would normally sweet would color effect different tone often time leave feedback issue enter fender frontman r thing ton clean headroom seems like built pedal crank amp keep quiet tone change done effect benefit solid state amp high wattage lot clean headroom make easy dial sound every time matter volume play secondly fender reliable year warranty tube mean tube issue yes sound good vox pedal thing worth mentioning not heavy vox tube amp carry one hand guitar case another got xinch speaker push serious sound low punch vox better speaker inch would often get stressed high volume amp put wall clean sound put vox may better recording amp better gigging amp every day year searching,2
two wound selling one never used one kept currently serving keyboard amp two keyboard simultaneously aroland rd nx digital stage pianoand aroland v combo key stage keyboard able two input front amp input designed normal sensitivity input designed guitar active pickup thus far problem board connected time not seem matter board connected input sound impressive exceptionally clean amp provides control allow contour sound help significantly running keyboard moreover amp loud choose make even high gain setting ample headroom want distortion probably not amp switch clean drive drive essentially still clean sounding amp find plus met share guitarist think otherwise another great feature daisychain amp using pre master pwr aux amp also use two jack run effect loop personally use feature see could useful overall love amp wish fender made single model pretty heavy bulky hardly significant complaint since sometimes regret selling second one something happens one still would replace immediately lot amp buck,2
first bought fmdsp recommendation sale guy store mistake looking clean fender sound without paying big buck well friend glory ton headroom clean squeak want tele player fall thing practice amp young player not heavy metal absolutely love price loud clean fair amount distortion although coax distortion add danelectro distortion pedal sort amazon distortion home nine amp including fender crate peavey tube model cleaner play c w look fingerpick amp electrified banjo mandolin violin amp follow darker side keep looking definitive clean fender sound,2
try get version w black cabinet around major music store charging case really looking twin speaker pair amp head cost much not combo clean side amp exactly clean amp ton power spare house not want turn beyond even imagine might like separate effect stomp box let amp sound like almost anything big plus unlike real tube amp need cranked pretty much get right sound set still get pretty much amp sound using zoom msg hard beat practice session well small mid size gig thing miss bit headphone jack steal offered,2
playing year owned many different guitar amp tube solid state currently use marshall jcm dsl w b cabmarshall mg half stackfender super champ x w carvin cabfender frontman rline spider iii watt xkustom watt combo xout solid state amp one sound best fact amp sound great get plenty loud affordable not junk brand never heard great clean tone lot low end reverb sound great well little overdrive sound good unless use much get quite noisy loses clarity remember amp not metal high gain stay away kind music amp fantastic quite good price also unless playing drumset amp overkill far volume go watt not necessary bedroom guitarist kind music amp fantastic quite good price amp good buy recommend anyone market solid state amp price range good review without con mine mean deal breaker find quite annoying power switch back find annoying reach around back amp feel power switch every time turn especially annoying like limited space stack amp top another amp sitting top frontman r power switch even harder get effect loop front last thing want see around rig messy wire everywhere using effect loop one deal looking two wire hanging front amp could hidden back not end world understand fender foot switch jack front one not bad add messy wire picture reverb not foot switchable foot switch includes channel boost button third button reverb would amazing cab made super cheap particle board not expected anything different price range wood used soft not pick back could easily break piece bare hand wanted exaggeration know first got amp went pick immediately stopped could feel break bottom line buy best amp afford match sound need watt loud enough drumset want fender name sound without huge price tag dont buy play metal hard rock first amp plan playing bedroom level afford tube amp good solid state,2
tuner look feel great used warmouth neck purchased strat build kind pain drill hole prong tuner way designed would suitable replacement fender tuner one ever break gold hardware look awesome guitar quality tuner,2
warning tuner two bump instead one looked picture looked like one two didnt find anywhere description anyway lost one star still put guitar look bad great beautiful tuner,2
put dlx player strat piece cake first problem instruction came package found method done another searching online served guide second removing old fender tuner noticed new tuner fit slot meant drilling hole another inch blue tape side prevent marring third new unit using tightening center nut rather screw headstock also two dimple used ruler clamped headstock keeping straight alignment another clamp press dimple tock drill bit placement carefully drilled two hole per tuner take time not damaged finish headstock rest simple install tuner tighten nut breeze not mechanically inclined strongly suggest go luthier simple replacement job price think least provide spec instruction instruction,1
direct drop replacement fender standard mim stratocasters fender american standard fender american deluxe replaced tuner style fender locking version look like thumbwheel back unfortunately locking one difficult get gold finish get ultimately ordered set non locking one finish nice deep dark gold match fender schaller gold hardware not gold hardware color gold quality good look function well however returned not locking ultimately decided locking tuner important guitar building want gold tuner care string locking feature playing fender strat tele beat comparison lot gold tuner price amazon quite reasonable good tuner great price amazon wish locking version,2
great tuner look great never lot interest locking tuner except floyd rose guitar fender quality,2
research new guitar rig kept seeing amp mentioned almost review read positive decided order home practice amp want dig main rig build quality solid feel like much expensive amp many amp price range seem cheap poorly constructed really impressed packaging documentation build amp first fender amp probably not last sound quality amazing heavier rock metal player would never chosen fender amp even home practice first channel wonderful clean tone second channel several modeled amp tone range clean jazz high gain even acoustic model sound pretty good ton youtube video people demoing sound amp go much included effect simple pretty cool well switched via optional foot switch overall say great amp price like many others highly recommend superb sounding high quality amp,2
start saying not class tube amp meaning tube pre ampand amplifier section also say find one used buy awonderful practice amp also serve well studio amp small gig amp ipurchased amp year ago love super champ xd considered hybrid amp us solid state circuit tubesto bring hybrid watt sound power amp tube preampis solid state tube not real technical come amp tell youthis amp detractor lot fan mainly hybrid thereis definitely plenty opinion web amp two channel one clean classic blackface tone channel one channelthat us digital signal processing dial effect different amplifier voice purchase foot switch enable switch channelone channel two amp also speaker connect external speaker box youso choose increase decibel bigger speaker also line outto connect recording sound reinforcement equipment unfortunately not aheadphone output effect loop amplifier use three tube x ax x v speaker inch ohm special design fender want get louder fuller cleaner could replacethe stock speaker eminence rajin cajun also break stockspeaker see think player comfortable stock speaker regard tube speaker plenty forum talk themods use subsequent result mod amp easilymod year plenty people say clean channel nice whether play gibson myfender tele much enjoy clean blackface sound amp breakupwhen dial master digital voicing processor dsp read experienced player arepretty darn close original voice like tweed british think vox jangle fenderhot rod metal acoustic super clean tone optimized finger picking alsoa clean jazz tone character fender jazz king amplifier amnot experienced tone many player positivecomments digital voice regard effect vibratone delay reverb chorus tremolo opinionsout serviceable not authentic often recommended buya pedal specific effect looking want authentic want need highly versatile voice channel wonderful clean channel thisis amp weighs pound kg portability good ampwas wonderful deal originally bought still good dealtoday find one used great little amp fender super champ xd,2
not brag illustrate experience amp everything imagine amp rank best surprised hated passion every dsp solid state amp ever played hybrid incredible effect excellent built compression amazing amp work excellent recording many onboard effect rack pedal outdo use recording not band amp unless acoustic band drummer electronic drum watt loud not quite loud enough get clean drum though might fine overdrive depending venue situation not going emulate certain amp like vox well excellent fender black face excluding tube reverb bassman ok quite capture chime nuisance tone original bassman cost dollar marshall pretty well marshall based bassman without delicate touch wonder acoustic give clean sound make clean sound full yet sound like filter amazing voice bypass use without effect voicing sound lot like original super champ also x vintage box connect even wonderful fully dynamic full rich sound playing around house need quick recording wan na dial sound vox ac fender deluxe reverb amp choice mile ahead fender blue deluxe yes indeed best amp find price versatile amp played outside mesa boogie buy fact buy two future classic amp people tv,2
looking really authentic vintage tone tube warmth fantastic amp fender done amazing job amp amp benefit tube warmth dynamic level well lot touch sensitivity playing champ circuit forget fact digital amp model built also w champ tube amp inch speaker not exactly champ reissue circuit character spanky tone champ people like great champ tone would pay great w champ amp add digital presets fender give digital model tube circuit tweed amp blackface amp hot rod amp well metal amp jazz amp acoustic sounding model add preset digital effect including reverb delay vibe trem chorus one several choice well knob increase decrease presence effect everyone review amp raf authentic interesting digital model absolutely right amp break new ground simple fact switch directly playing song tweed hot rod tone directly authentic champ amp not model champ amp real deal implication amp really huge love see fender thing pro jr even blue jr amp perhaps might go direction future depending success amp know know amp simply bursting character digital presetsfor highlight authenticity tweed blackface hot rod tone really feel like channel sound like clean blue jr coming inch speaker tweed tone syruppy awesome blackface clean sound like princeton even think trying emulate deluxe reverb channel far volume people ask loud enough gig sure get loud enough drum etc mic anyway get best overdriven tone midrange volume mic play anywhere downside much fender try throw bone metal head amp really give metalhead much work would great practice amp guitarist blue metal jazz country metal tone not going big rectified would want want chug metallica riff lack mid control not sure understand eq treble bass mid control personally eq knob would use switching digital presets work treble bass find sweet spot mids ear not spot presets one knob would make amp lot quicker easier use someone like like bounce presets amp cool unique first digital modeling amp still worth something fender release next big new thing line vox tube digital combo really fallen quite flat resale value next generation come fender found sweet spot value quality usability going rare technological achievement people still hang happy year later truly unique versatile creation whoa best tube value ever,2
well love da fender product always always recently built nice custom strat testing various mini tube amp market lately would categorize amp even though better tube watt comparison testing amp amp also tried number others music store road blackheart killer ant blackheart cabinet vox actv watt compact tube practice amp celestion vx speaker also speakered blackheart cabinet also tested amp various way tubing number collected tube groove tubesjj tubessovtek tubessvetlana tubestung sol tube gold straight box thing beat sound quality even lot people calling cheap fender speaker version also plugged champ blackheart speaker cabinet sounded even better using strat speaker testing later fender amp always leaned sounding better fender guitar gibson epiphone type guitar really sound pretty good vox blackheart model amp came way overpriced always price fallin reasonable range mean price mini tube amp minimal comparison nicer one thing loaded better gut maybe scream better ya hoo likey better gut better performance plus fender added extra range effect amp sound small size light weight loud easy carry jam session always fender man got another one,2
bought stratocaster build work perfectly hole lined felt sturdy genuine fender part completely black though white stripe running around outer edge not problem may backplate,2
genuine fender part look great mim strat good price arrived quickly well nice,2
swapped pickguard american standard black one figured change back plate well nobody really see back drive nut front back match want go without back plate people like picked one hole lined perfectly literally take le minute install go wrong genuine fender part,2
not much say one genuine fender trem cover job well genuine fender,2
promptly received nicely packaged protective film little bit fiddling get hole lined overall nice part compliment b w b pickgaurd nicely open slot back much convenient series hole normally found nice addition strat,2
screw hole shade guitar would think would want standardize carry many part nope fit squire affinity fyi fender squire standardize drilling,1
fit mim strat perfectly not much else say always buy fender part fender guitar dont cheap order china copy ebay wont fit needed,2
suppose giving star multiple preset switch available rather letting one work well,2
switch go fender blue jr iii series tube amp connector well hidden underneath main badge back amp reach underneath find single channel amp foot switch activates fat switch give little extra boost folk playing single coil pickup lp double coil switch almost overkill switch amp switch,2
needed single button switch little mustang practice never owned fender model switch know job lightweight sit flat floor cord laying exactly right searched little ran across switch amazon scrolling bit marshall footswitch one button led amplifiedparts folk thing built like tank casing made heavy duty know gauge solid steel nothing rinky dink plugged ftsw jack clicked button led lit amp switched tagged preset light went back original felt solid foot think one tear casing unless lb sledge hammer know well electronics hold got today switch feel solid like supposed cost shipping take couple day longer arrive use amazon ship directly amplifiedparts believe fender fan beat single switch thanks reading guy lane h better switch,2
noticed two button tremelo vibrato pedal fender deluxe reverb issue twin reverb issue break pretty quick replacement far hanging replacement original,1
simple footswitch allows switch two different presets fender mustang amp easy use work exactly advertised switch not bulletproof work great playing around small practice amp simple yet effective,2
mr miyagi said better robust compact unit use fender rumble plenty lead position need thank heaven duct tape overdrive overdive,2
nice foot switch mustang amp able switch clean distortion quickly within song easily great quality nice,2
switch channel mustang ii like charm would received star rating metal enclosure plastic suit need fender footswitch,2
give nice little boost blue jr however not replacement overdrive pedal opinion boost wish grippy bottom made rubber v smooth bottom made plastic work ok,2
fender button footswitch made specifically fender mustang work exactly expected switch quickly point effect though good effect duh right angled plug annoying awhile right next plug guitar oftens get tangled guitar cord making look messy get job done practice jam friend get job done,2
bought switch oem son bronco give preset preset switching set simple light suppose not built like tank better cheap market version give lot cable good practical real life gig set ups cable plug solid thick fender quality component worth money simple classic fender button footswitch,2
time using switch fender frontman r switch normaland drive channel deg jack perfect lot amp dial area run deg jack problem onlysolution found use mono stereo inch gender changer short monoextension cable normally use stereo jack present added problem nobody make inch mono female inch mono male gender changer found little strange old style switch made china like everything else work wellfor simple task hand simple job,2
since paid not expecting great deal received decent enough floor switch fender mustang ii work well way switch two user determined presets mustang ii construction good would normally get item would nice switch design allowed greater flexibility function mustsng ii design overall not grading switch compatible fender amp get le good deal price go best wait check pricing used unit amazon marketplace suitable light duty,2
work great mustang amp switch preset channel tap foot great addition already great amp price kinda like amp brainer work nice addition,2
bought tweed blue jr love amp got great tone much better black one yr ago downsized watt blue deluxe reissue compared side side say sound similar speaker bj much lighter said fat switch really make lot difference taking solo actually surprised much fattens tone last one pedal work great feel solid make audible clicking noise hear engaging great pedal,2
bought practice amp bass guitar showed amazon search bass guitar amp regular guitar amp not showing curious bit searching online see guitar amp would work practice situation thought would give try people say yes others said wanted test get sound able practice anywhere close tone hoping ended returning next day not upset amp show bass amp search reason gave shot regular guitar would fine not bass would take bass key word whatever trigger show market practice amp hopeful ended buying used acoustic b x bass combo amp price new practice amp lot satisfied review strictly aspect bass guitar not regular guitar not ideal bass even though show bass amp search,0
metalhead stay away tried multiple metal pedal peavey rogue g blow water thing sound like crap anything distortion great jazzy blue ultra clean tone though classic fender crunch demand metal get far away crap,0
paid extra bought mustang oh well amp light sound not much control good small space though small amp,1
cool little amp practicing small room playing small group people produce nice warm tone get loud enough jamming good want loud headphone jack also like much might experiment miking gig never thought would say watt fender choose quality bell whistle one overdrive button adjustable gain volume control simple treble bass equalizer rock physically built strong great practice amp,2
money thing sound fine got son toy around barely ever us time plugged put pretty good sound price good little amp,2
recently bought first electric guitar thoroughly enjoy lot power noise behind little starter amp case picture little deceiving cranked quite loud produce clean sound without terrible distortion distortion sound great solid piece work make great practice amp possibly great starter amp fun amp,2
exactly needed testing guitar playing home come epiphone bundle fender exactly needed testing guitar playing home,2
fender amp perfect size practice take along sound great like headphone mp player hookup good value nice amp,2
every midi usb converter amazon buck seemed sketchy tried one casio keyboard work logic garageband however whenever try use modulation pitch bend creates actual note mac stop unless quit program wary ready thing not work,2
great price unfortunately product work fortunately problem returning full refund overall happy result work,0
work application work many others even detected software not work line equipment bad would convenient program effect laptop instead desktop hit miss,0
tried macbook pro mountain lion maverick also win x machine tried variety midi capable gear including trying update firmware fx hardware sending receiving midi pc midi cc well transmitting midi clock simply get work time active sense used roland product seems kill completely contrast purchased mu xmidi x tab work flawlessly without issue every time use totally returned product instead landfill returned,0
bought one couple year ago used connect behringer bcr midi mode naturally computer mixing duty reaper worked issue zero complaint week ago stopped working bent usb connector thought culprit bought another replacement arrived installed issue still trouble getting send midi data computer midi computer behringer fine not sure due adapter funky window update happened lately certainly not ideal haste seen install ok without trying actually use discarded packaging unfortunately replacement displaying symptom first unit look like stuck two possibly broken usb midi interface reinstalled window tried another computer uninstalled reinstalled driver kind good stuff still get either send midi data computer v e r close throwing behringer unit away thought broken thankfully tried old yamaha interface ok mean need get buy midi cable back business say buy one make sure work throw packaging away work absolutely great cheap receive lemon return order another worth not hurry hurry order get something else also like advise people report midi latency device quite probably misnomer strongly suspect speed transferring midi data computer device much faster think actual latency experiencing converting midi data audio happens inside computer nothing device performance purely hardware software configuration talk asio really going help audio side thing using device record midi data issue long get one work cheer cheap n cheerful ish watch latency,1
cable came time promised worked immediately upon installing yamaha keyboard window computer music program problem detecting using great value,2
plugged computer keyboard said one midi device detected not getting sound piano onto computer simple took midi midi switched problem instantly solved midi not working right try switching cable opposite side sound ridiculous might save bit time drove crazy figured,2
able connect pc horrible delay keyboard pc installed better midi software coolsoft virtualmidisynth turned delay nearly realtime problem getting work imac recognized device presence produce sound computer mostly work,1
pleased product performed better expected recommend highly shall probably order company future great product,2
wotk v amp doubt work red light always stay never seen green light work,0
know work midi instrument tried roland td drum although transmit data drum map totally respective trigger hihat hihat pedal etc translated sort wrong information manually compensate pc end freaking hassle needed flexible able record directly notebook midi input gave end went desktop pc midi interface work electronic drum,0
work perfect cakewalk music creator digitech vocalist best price like,2
using year home record midi great buy much le expensive lot one work fine regret buy great value,2
advice spend get something work application cheap midi may get not buy another yep always gamble work application,0
cheap work great playing foot controller not handle bulk dump use different interface programming backup good midi dump,2
puppy destroyed name brand midi cable bought fill gap could another name brand since work reliably saving money thing puppy murder one order another one like great replacement wear name brand midi cable,2
needed nice sounding classical guitar dinner gig went large guitar store tried several price range couple hundred settled one sweet sound workmanship money think beat mahogany not plywood side back cedar top make really nice mellow tone bone nut saddle thrown good measure bone make considerable difference found finish excellent side yes fret not finished par end leveling seemed ok took time masked fret board finished fret flush fingerboard rounded side top cedar scratch nick looking make clear plastic pick guard size going wal mart material sewing department find clear plastic large roll buy half yard long x make enough pick guard last life time couple buck cling gloss finish nicely not use old guitar nitro finish eat finish instantly go changing string put masking tape end bridge top prevent string scratching cedar top overall like one reviewer said guitar hard put put baggs beam pickup also easy installation nice natural sound nice not big eq cut side body nice playing sounding,2
playing guitar year st decent classical guitar gibson hummingbird alvarez acoustic well electric major manufacturer like fact truss rod already adjusted improve action tone rich inexpensive guitar finish pretty like solid cedar top record well sound good expensive model case nice well far problem bought new string replaced yet old string worn guitar still sound loud alive sure new string also improve already wonderful sound nice guitar,2
starting playing guitar ordered classical moment took box impressed finish really nice sound awesome seems stay tune pretty well go wrong excellent guitar,2
first guitar bought without playing first apprehensive fine guitar plain look decoration embellishment sound rich full least ten year old like nut width action perfect playing tuner geared low allows precise tuning came savarez string not best used good pleasantly surprised gig bag strong durable well designed doubt could found better quality product low price plain jane really good,2
went local gc try different guitar mostly blind price looking see liked best couple hour found repeatedly coming back cordoba c nice resonant sound good playability attractive finish room gc classical guitar really find guitar liked better coupon bought gc afterwards took local music shop tech look u also impressed especially fact unlike classical one truss rod adjustment required minor adjustment not complete setup excellent guitar especially price,2
snagged beauty holiday sale amazon baby wonderful price previously thelucero lc classical guitar black black completely happy beginner got damaged beyond repair looked thecordoba dolce size classical guitarwhich absolutely wonderful decided really like size liking cordoba brand decided c absolutely wonderful guitar price range lucero great level decent enough look c vibrancy deep tone surprised hear budget guitar prettiest guitar mean ugly even though mass produced lot quality still apparent guitar smell guitar also amazing cheap wood glue smell low end guitar nice rich smell wood even month kept humicase sound great fresh wood smell still present praise aside not flawless guitar main complaint would action really high something pretty common new guitar especially lower price range not necessarily flaw something aware cedar guitar wood soft recommend wear soft clothing without button zipper playing leave small dent back guitar enjoy padded gig bag thought nice touch package high quality gig bag lot padding inside bag velcro neck rest strap keep guitar place also large front packet large enough music book ordered guitar amazon guitar shipped inside gig bag inside big box issue shipping guitar arrived safely overall not regret purchase take setup get action lowered superb guitar enjoy year highly recommended budget guitar great beauty wonderful tone,2
pick received legacy not alice brand not pictured good enough u daughert son learn play guitar mix different thickness fairly even able select one felt right u pearliod look good overall happy pick cfh bulk pick legacy not alice,1
wow teenage son said opened christmas morning loved variety number pick great deal,2
terrific deal son loses pick house play electric acoustic decided get mixed batch say great cant go wrong,2
using pick eight month last forever lose wear buying recommending long time last forever,2
pick come large range size way thick play guitar really funny smell first use get finger go away bit seem decent quality thin pick not torn yet medium gauge pick dont wear quickly ok around house play would not recommend live performance ok pick,1
great purchase bagful pretty pick help son new guitar good thing many bag seems keep losing great price purchase legacy pearloid guitar pick assorted mm mm,2
made leather high quality pleather seems built last use seagull totally work great would definitely recommend kind expensive exactly look like,2
smart handy design acoustic guitar drilled hole easy buckle guitar strap neck botton button guitar smart handy design save drill baby,2
may misunderstood product description prefer string tied end acoustic issue make guitar really high play standing position way adjust strap make longer play sitting lot would probably work get wrong nothing wrong product thought not,0
nothing special like shoelace thing acoustic guitar strap want bore hole heel nice compromise slit end leather mean reverse button want logo front guitar neck headstock could even flip inside soft leather side exposed subtracted star think button made metal instead plastic work advertised,2
purchased use slotted headstock martin fit well also found extremely difficult attach remove string style worked lot better lot easier attach remove provided lot option good placed work slotted headstock martin,0
bought sigma dmc e allows guitar hang better lasso type headstock strap look much better leather high quality supple work great,2
martin sigma well guitar without neck brace button secure way connect strap forget leather shoe string clipping come strap secure ever end loose end first fret nothing tie untie quick button connection needed make sure choice strap long enough since distance neck greater guitar body improve functionality matching logo nice touch martin sigma guitar perfect fit,2
martin acoustic strapping string knot around neck honestly bit annoying figure investment going make thing easier cleaner looking like really make puting strap guitar much easier removing easy task bought martin strap match color martin am martin leather guitar strap brownjust martin brand nut suppose one word guitar friend convenience,2
totally pleased not drill guitar use strap work great get one step connection,2
connection strap great enhancement fit wonderfully one caution noticed couple scratch neck near headstock finally determined button pressing neck case occasion pack unpack several time per month easy connect disconnect prevention mode place wonderful set highly recommend martin owner excellent caution,2
think say martin nuff said neat idea,2
bit hard install string tried string would slide nut good string muffled kind wove others work fine hold strap problem put name martin lowliest box guitar hindsight probably got strap button mounted base neck want hate lace approach trick may even fit better different guitar year old norma actually sound amazing considering origin guess old wood sound better price right able claim martin lol better lace,2
beat using adhoc string going around headstock martin heard horror story device coming loose guitar going head first floor string might look tacky stay tied properly make sure button portion thru hole strap securely pulled snugly pull cool connect,2
vey simple fix constant problem guitar strap connect strap guitar go jiffy neck strap connects easily great idea worth cost hate drill hole guitar perfect hole drilled guitar,2
looking accoustic guitar make life easier pack set equipment great help,2
like attach guitar neck headstock instead using thetop button used typical shoestring past get baby strap not going anywhere installed guitar one bass play lot obviously give lot support string not dig tothe finish string might give try may like way guitar sits get neckdrop come attaching body guitar perfect electric guitar,2
needed easy attach saved drilling hole guitar strap work like charm recommend product perfect,2
audio adapter work perfectly spend get rich sounding audio able use headphone listen song different song playing main speaker perfect,2
used create custom sound card macbook pro using traktor scratch pro not end needed able preview new toy market good adding additional channel limited macbook pro sound card good pinch good pinch,1
primarily use usb adapter headphone connect convert mm headphone jack pc audio adapter well built yellow led light solid plugged usb port blink device connected mm jack installation flawless window bit installed driver immediately issue nonsense simply work work expected good value buy,2
working great not work stereo mono adapter stereo adapter little expensive woring great,2
great quality bought time another hd usb sound card one break one lasted complaint even sound way still fairly loud end turning volume whatever app using loud,2
work well pc notebook macbook pro sound good amazing price good buy go wrong best,2
product mono microphone input stereo headphone output meant connecting headset usb port since headset mono microphone adapter work great driver automatically install microsoft operating system product great using soft phone communication program window system remembers volume setting time connected imagine could use something headset mainly built headset work seemless great headset ship expected,2
mac fyi go mn need unplugged back not big deal work well,1
got use old mac computer allow use equipment needed line level output work great used anything else though cant comment seems sturdy well made well worked intended purpose,2
audio jack laptop failing wiggle twist headphone plug could hear channel time half youtube video hassle trying imagine crack case get soldering gun replace audio jack ran across great idea plug play usb device input output audio jack took one minute install dell inspiron recognized immediately problem solved quickly elegantly shipping free prompt amazon partner good job platinum micro inc understand input jack mono try use quasi recording studio consider availability accessibility usb port order great little solution big problem simple solution,2
owned every muff triangle civil war favorite muff thus far way versatile muff switch involment circuit really elaborate bypass love wicker tone cut like buffalo hate bunch fuzz distortion chain right next keeley fuzz head analogman peppermint fuzz t modded w brown modded love muff wait see next plus new ehx pedal build tough nail full true bypass like muff really like one like muff probably like wicker feature make far clear pronounced le glob goo distortion fuzz friendly give four star five meant meant device freak half keeley fuzz head five love thing funnest muff,2
pedal awesome use pedal pretty much perfect get completely different sound also true bypass not effect tone much smaller big muff pi good take le room pedalboard let know not overdrive distortion pedal fuzz pedal buy expecting overdrive also turned hear hum web say flourescent light muff pedal hum alot none make dislike pedal one hest fuzz pedal ever use front wah ever need use pedal wise get pedal incredible pedal ever,2
disclaimer not big muff connoisseur never owned one also tend not like fuzz effect characterize box cross distortion fuzz maintaining enough definition chord work reading review probably already done research feature cover anyway three simple control volume tone sustain sustain control le gain control enclosure smaller pedalboard friendly size pedal incorporates two supposedly popular big muff mod switch tone wicker tone switched tone control tone shaping circuitry completely disconnected mode distortion applies entire tonal spectrum evenly also produce significant volume boost tone knob nothing wicker switched remove three high frequency rolloff filter added original big muff circuit smooth sound disconnecting make sound bit raspier rougher high end frequency boost use pedal running mild overdrive catalinbread dirty little secret condition signal play tone wicker even volume sustain control set fairly low combination result wonderfully thick massive distorted tone still pretty smooth looking get big muff not snob version switchable mod one really great experimenting find sound not mention price point much cheaper vintage muff highly recommended great choice versatile big muff,2
big muff pi wicker hellacious noise mean unusable noticed would change movement pulled back immediately found paint overspray grounding spring circuit board meet inside housing aggressively scraping paint pedal operates would expect really like tone aggressive drive big muff tone wicker switch nice although find wicker opened noise level get marginally high long playing hard loud not really issue pedal designed quiet not playing fooled normal make noise not guitar input strumming bypass hand seems clean advertised keeping pedal like lack qa proudly made america fuzz pedal bit let fortunately found problem fixed avoid return good bad poor qa noisy awsome sound,2
first thing first fuzz pedal heavy side mean provides thick ground shaking distortion sustain different normal distortion noise expected whether playing not second true bypass switch like big muff mechanical switch opposed bos type pedal buffer color sound even mechanical switch make noise louder durable ok actual sound amazing pedal tone versatility not lot option pedal reacts dynamically knob guitar since play le paul classic often turn volume using otherwise bass overwhelming awesome strat tele player probably wont issue single coil addition wicker tone feature sound original big muff turn get original sound great black key use big muff weezer think name jonas certain greenday song basically anything need thick deep fuzz option tone need world class fuzz,2
mat neoprene kind mat neck holder thing inserted tube contain mat take carefully careful base neck holder broke bit opinion thing priced le really worth market p wise man say favor use long pillow desk tune intonate strat tele use buy good string not impressed quality fender put name low quality stuff like,1
work guitar support simpler neck rest molded plastic cup soft spongy material inside neck support mat thick light weight foam mat bit like yoga mat hole cut neck support cup go hole set mat protects guitar body support cup hold guitar exactly right angle work change string adjust truss rod work pickup clean guitar guitar placed string difficult diy project missing cool fender logo made wood yoga mat honestly look really sharp put together whole thing come packaged clear plastic tube tube excellent storage tube sturdy work,2
simple tool help protect guitar scratch changing string cleaning foam cushion neck supporter roll together small convenient plastic tube storage well worth care repair mat,2
description say still wondering made right choice comparing fender accessory guitar tool heck kind name anyway review thejim dunlop nc formula neck cradle maintenance stationthat pretty good review well not speak dunlop say kit light weight self contained storage space work guitar face face also pad keep guitar sliding pad keep neck rest place not topple not see anything like mentioned dunlop nc top think neck rest pad inguitar setup maintenance instructional guitar dvd denny rauenis one turned fender logo not showing looking,2
product make changing string guitar easy must anyone type guitar basically thing sold made major brand guitar hold guitar secure changing string making adjustment also easy store finished fender mat,2
yes product simple expensive enough raise eyebrow tool well designed keep guitar sliding position nice angle maintenance storage mode mat roll clear plastic tube take little space bottom cover double storage compartment hex wrench string winder feeler guages real reason give product five star allows work guitar keeping perfect condition increase resale value tool pay give lot pleasure right tool job right tool enjoy working guitar almost much playing hear complaining high cost saying used paying higher price good tool think qualifies good tool used put new pickup setup squier stratocaster last night without damaging guitar without tool think would lucky worth cost imho,2
guitar use change string worth investment protects guitar getting banged nicked support neck guitar body perfectly perform work guitar great accessory,2
must really pack well use everyday please get one tried paying someone guitar setup tool help get goal becoming luthier,2
long wait overpriced item arrived time week wait overpriced expected fender name product long wait overpriced item,1
not much day polishing cloth clean guitar right good price nothing complain get job done,2
yup k nothing special know best one job k,1
purchased son use guitar absolutely love wanting cloth like guitar prompt shipping great price great product fender treated polishing cloth,2
